soldprice,date,link
386.0,2021-04-26 18:32:43,https://www.ebay.com/itm/AMD-Ryzen-9-3900x-Computer-Processor-/154429549511
322.0,2021-04-26 17:47:36,https://www.ebay.com/itm/AMD-Ryzen-9-3900X-CPU-Zen-2-Processor-3-8Ghz-Base-4-6Ghz-Boost-Cooler-/265138597344
1500.0,2021-04-26 15:29:33,https://www.ebay.com/itm/Gaming-PC-Ryzen-9-3900x-MSI-RX5500XT-8GB-MSI-X570-/224439992565
220.0,2021-04-26 14:31:34,https://www.ebay.com/itm/AMD-FX-9590-4-7GHz-220W-Socket-AM3-8-Core-Black-Edition-CPU-USED-EXCELLENT-/114782387300
327.0,2021-04-26 14:06:56,https://www.ebay.com/itm/AMD-Ryzen-7-5800X-Desktop-Processor-4-7GHz-8-Cores-Socket-AM4-Box-/303974668064
700.0,2021-04-26 12:35:47,https://www.ebay.com/itm/AMD-EPYC-7501-2GHz-32C-64T-SP3-/224439821216
325.0,2021-04-26 07:22:24,https://www.ebay.com/itm/AMD-Ryzen-7-3800XT-/144020467870
260.0,2021-04-26 06:13:39,https://www.ebay.com/itm/AMD-Ryzen-5-5600X-6-Core-12-Thread-Unlocked-Very-Lightly-Used-/254955899106
400.0,2021-04-26 04:10:56,https://www.ebay.com/itm/AMD-Ryzen-7-5800x-8-core-16-thread-unlocked-CPU-/144020392131
350.0,2021-04-26 02:36:34,https://www.ebay.com/itm/AMD-Ryzen-9-3900x-Computer-Processor-Wraith-Prism-RGB-LED-Cooler-Included-/393269941695
203.5,2021-04-26 02:02:34,https://www.ebay.com/itm/AMD-AMD-Ryzen-7-3700X-8-Core-3-6GHz-Processor-/294143521046
490.0,2021-04-26 00:23:46,https://www.ebay.com/itm/AMD-Ryzen-9-3950X-Desktop-Processor-4-7GHz-16-Cores-Socket-AM4-/384116504913
294.9,2021-04-25 23:51:58,https://www.ebay.com/itm/AMD-Ryzen-7-3800X-3-9GHz-8-Core-AM4-Processor-/353471138885
370.0,2021-04-25 21:54:07,https://www.ebay.com/itm/AMD-Ryzen-Threadripper-3970X-32-core-3-7-GHz-Processor-100-100000011WOF-/224439196562
227.5,2021-04-25 21:39:34,https://www.ebay.com/itm/AMD-100-100000071BOX-Ryzen-7-3700x-3-6GHz-Octa-Core-AM4-Boxed-CPU-/303974524931
306.28,2021-04-25 21:22:03,https://www.ebay.com/itm/AMD-Ryzen-7-3800X-3-9GHz-Octa-Core-Processor-/224439171015
289.0,2021-04-25 20:57:48,https://www.ebay.com/itm/AMD-Ryzen-5-5600X-6-core-12-thread-Desktop-Processor-Wraith-Stealth-Cooler-/174746214977
425.0,2021-04-25 18:15:42,https://www.ebay.com/itm/AMD-EPYC-7281-16-Core-2-1GHz-Socket-SP3-170W-Server-Processor-CPU-PS7281BEVGAAF-/284271859028
325.0,2021-04-25 18:15:10,https://www.ebay.com/itm/AMD-EPYC-7281-16-Core-2-1GHz-Socket-SP3-170W-Server-Processor-CPU-PS7281BEVGAAF-/353470986040
400.0,2021-04-25 17:55:53,https://www.ebay.com/itm/Pre-Built-Gaming-PC-RYZEN-3-2200G-3-5ghz-3-7ghz-turbo-/265137399027
300.0,2021-04-25 17:41:28,https://www.ebay.com/itm/AMD-100-100000071BOX-Ryzen-7-3700x-3-6GHz-Octa-Core-AM4-CPU-/324590445099
680.0,2021-04-25 16:57:06,https://www.ebay.com/itm/AMD-Ryzen-9-5900X-12-core-24-thread-AM4Desktop-Processor-FAST-SHIPPING-/194065157082
